"Edicao (PTBR)","Edicao (EN)","Edicao (Sigla)","Card (PT)","Card (EN)",Quantidade,"Qualidade (M NM SP MP HP D)","Idioma (BR EN DE ES FR IT JP KO RU TW)","Raridade (M R U C)","Cor (W U B R G M A L)",Extras,"Card #",Comentario
"O Senhor dos Anéis: Contos da Terra Média (Borderless Scene)","Lord of the Rings: Tales of Middle-Earth (Borderless Scene)",bltr,"Gimli, Vingador Lamentoso","Gimli, Mournful Avenger",1,NM,PTEN,R,M,,436,
"O Senhor dos Anéis: Contos da Terra Média (Borderless Scene)","Lord of the Rings: Tales of Middle-Earth (Borderless Scene)",bltr,"Gothmog, Tenente de Morgul","Gothmog, Morgul Lieutenant",1,NM,PTEN,U,B,,429,
"O Senhor dos Anéis: Contos da Terra Média (Borderless Scene)","Lord of the Rings: Tales of Middle-Earth (Borderless Scene)",bltr,"Incursao de Orcs","Foray of Orcs",1,NM,PTEN,U,R,,417,
"O Senhor dos Anéis: Contos da Terra Média (Borderless Scene)","Lord of the Rings: Tales of Middle-Earth (Borderless Scene)",bltr,"Legolas, Mestre Arqueiro","Legolas, Master Archer",1,NM,PTEN,R,G,,435,
"O Senhor dos Anéis: Contos da Terra Média (Borderless Scene)","Lord of the Rings: Tales of Middle-Earth (Borderless Scene)",bltr,"Merry, Escudeiro de Rohan","Merry, Esquire of Rohan",1,NM,PTEN,R,M,,437,
"O Senhor dos Anéis: Contos da Terra Média (Borderless Scene)","Lord of the Rings: Tales of Middle-Earth (Borderless Scene)",bltr,"Mestres Arqueiros Orcs","Orcish Bowmasters",1,NM,PTEN,R,B,,433,
"O Senhor dos Anéis: Contos da Terra Média (Borderless Scene)","Lord of the Rings: Tales of Middle-Earth (Borderless Scene)",bltr,"Minas Tirith","Minas Tirith",1,NM,PTEN,R,L,,420,
"O Senhor dos Anéis: Contos da Terra Média (Borderless Scene)","Lord of the Rings: Tales of Middle-Earth (Borderless Scene)",bltr,"Morcegos da Floresta das Trevas","Mirkwood Bats",1,NM,PTEN,C,B,,421,
"O Senhor dos Anéis: Contos da Terra Média (Borderless Scene)","Lord of the Rings: Tales of Middle-Earth (Borderless Scene)",bltr,"Muitas Despedidas","Many Partings",1,NM,PTEN,C,G,,445,
"O Senhor dos Anéis: Contos da Terra Média (Borderless Scene)","Lord of the Rings: Tales of Middle-Earth (Borderless Scene)",bltr,"Nascer do Dia","Rising of the Day",1,NM,PTEN,U,R,,427,
"O Senhor dos Anéis: Contos da Terra Média (Borderless Scene)","Lord of the Rings: Tales of Middle-Earth (Borderless Scene)",bltr,"O Balrog, Ruina de Durin","The Balrog, Durin's Bane",1,NM,PTEN,R,M,,405,
"O Senhor dos Anéis: Contos da Terra Média (Borderless Scene)","Lord of the Rings: Tales of Middle-Earth (Borderless Scene)",bltr,Olifante,Oliphaunt,1,NM,PTEN,C,R,,426,
"O Senhor dos Anéis: Contos da Terra Média (Borderless Scene)","Lord of the Rings: Tales of Middle-Earth (Borderless Scene)",bltr,"Os Portos Cinzentos","The Grey Havens",1,NM,PTEN,U,L,,443,
"O Senhor dos Anéis: Contos da Terra Média (Borderless Scene)","Lord of the Rings: Tales of Middle-Earth (Borderless Scene)",bltr,"Pippin, Guarda da Cidadela","Pippin, Guard of the Citadel",1,NM,PTEN,R,M,,438,
"O Senhor dos Anéis: Contos da Terra Média (Borderless Scene)","Lord of the Rings: Tales of Middle-Earth (Borderless Scene)",bltr,"Principe Imrahil, o Belo","Prince Imrahil the Fair",1,NM,PTEN,U,M,,431,
"O Senhor dos Anéis: Contos da Terra Média (Borderless Scene)","Lord of the Rings: Tales of Middle-Earth (Borderless Scene)",bltr,"Rei-bruxo de Angmar","Witch-King of Angmar",1,NM,PTEN,M,B,,423,
"O Senhor dos Anéis: Contos da Terra Média (Borderless Scene)","Lord of the Rings: Tales of Middle-Earth (Borderless Scene)",bltr,"Rosa Villa da Alameda Sul","Rosie Cotton of South Lane",1,NM,PTEN,U,W,,440,
"O Senhor dos Anéis: Contos da Terra Média (Borderless Scene)","Lord of the Rings: Tales of Middle-Earth (Borderless Scene)",bltr,"Saruman das Muitas Cores","Saruman of Many Colors",1,NM,PTEN,M,M,,412,
"O Senhor dos Anéis: Contos da Terra Média (Borderless Scene)","Lord of the Rings: Tales of Middle-Earth (Borderless Scene)",bltr,"Sombra do Inimigo","Shadow of the Enemy",1,NM,PTEN,M,B,,424,
"O Senhor dos Anéis: Contos da Terra Média (Borderless Scene)","Lord of the Rings: Tales of Middle-Earth (Borderless Scene)",bltr,"Tempestade de Saruman","Storm of Saruman",1,NM,PTEN,M,U,,413,
"O Senhor dos Anéis: Contos da Terra Média (Borderless Scene)","Lord of the Rings: Tales of Middle-Earth (Borderless Scene)",bltr,"Tronquesperto, Jovem Ent","Quickbeam, Upstart Ent",1,NM,PTEN,U,G,,419,
"O Senhor dos Anéis: Contos da Terra Média (Borderless Scene)","Lord of the Rings: Tales of Middle-Earth (Borderless Scene)",bltr,"Ultima Marcha dos Ents","Last March of the Ents",1,NM,PTEN,M,G,,418,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art Surge Foil)","Lord of the Rings: Tales of Middle-Earth (Extended Art Surge Foil)",esltr,"A Batalha de Beiragua","The Battle of Bywater",1,NM,PTEN,R,W,,757,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art Surge Foil)","Lord of the Rings: Tales of Middle-Earth (Extended Art Surge Foil)",esltr,"Alvorecer de Uma Nova Era","Dawn of a New Age",1,NM,PTEN,M,W,,758,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art Surge Foil)","Lord of the Rings: Tales of Middle-Earth (Extended Art Surge Foil)",esltr,"Anduril, Chama do Oeste","Anduril, Flame of the West",1,NM,PTEN,M,C,,786,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art Surge Foil)","Lord of the Rings: Tales of Middle-Earth (Extended Art Surge Foil)",esltr,"Arwen, Rainha Mortal","Arwen, Mortal Queen",1,NM,PTEN,M,M,,778,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art Surge Foil)","Lord of the Rings: Tales of Middle-Earth (Extended Art Surge Foil)",esltr,"Caminheiros de Ithilien","Rangers of Ithilien",1,NM,PTEN,R,U,,764,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art Surge Foil)","Lord of the Rings: Tales of Middle-Earth (Extended Art Surge Foil)",esltr,"Carregado pelo Vento","Borne Upon a Wind",1,NM,PTEN,R,U,,761,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art Surge Foil)","Lord of the Rings: Tales of Middle-Earth (Extended Art Surge Foil)",esltr,"Chamado do Anel","Call of the Ring",1,NM,PTEN,R,B,,766,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art Surge Foil)","Lord of the Rings: Tales of Middle-Earth (Extended Art Surge Foil)",esltr,"Charcote, Tirano do Condado","Sharkey, Tyrant of the Shire",1,NM,PTEN,R,M,,784,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art Surge Foil)","Lord of the Rings: Tales of Middle-Earth (Extended Art Surge Foil)",esltr,"Colete de Mithril","Mithril Coat",1,NM,PTEN,R,C,,790,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art Surge Foil)","Lord of the Rings: Tales of Middle-Earth (Extended Art Surge Foil)",esltr,"Coro Elfico","Elven Chorus",1,NM,PTEN,R,G,,775,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art Surge Foil)","Lord of the Rings: Tales of Middle-Earth (Extended Art Surge Foil)",esltr,"Demonstracao de Poder","Display of Power",1,NM,PTEN,R,R,,769,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art Surge Foil)","Lord of the Rings: Tales of Middle-Earth (Extended Art Surge Foil)",esltr,"Desmatar a Floresta Ent","Hew the Entwood",1,NM,PTEN,M,R,,772,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art Surge Foil)","Lord of the Rings: Tales of Middle-Earth (Extended Art Surge Foil)",esltr,"Florescimento da Arvore Branca","Flowering of the White Tree",1,NM,PTEN,R,W,,759,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art Surge Foil)","Lord of the Rings: Tales of Middle-Earth (Extended Art Surge Foil)",esltr,"Frasco de Galadriel","Phial of Galadriel",1,NM,PTEN,R,C,,793,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art Surge Foil)","Lord of the Rings: Tales of Middle-Earth (Extended Art Surge Foil)",esltr,"Fruta d'Ouro, Filha do Rio","Goldberry, River-Daughter",1,NM,PTEN,R,U,,762,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art Surge Foil)","Lord of the Rings: Tales of Middle-Earth (Extended Art Surge Foil)",esltr,Glamdring,Glamdring,1,NM,PTEN,M,C,,787,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art Surge Foil)","Lord of the Rings: Tales of Middle-Earth (Extended Art Surge Foil)",esltr,"Gloin, Emissario dos Anoes","Gloin, Dwarf Emissary",1,NM,PTEN,R,R,,771,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art Surge Foil)","Lord of the Rings: Tales of Middle-Earth (Extended Art Surge Foil)",esltr,"Golpe Fatidico de Isildur","Isildur's Fateful Strike",1,NM,PTEN,R,B,,767,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art Surge Foil)","Lord of the Rings: Tales of Middle-Earth (Extended Art Surge Foil)",esltr,"Laracna, Filha de Ungoliant","Shelob, Child of Ungoliant",1,NM,PTEN,R,M,,785,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art Surge Foil)","Lord of the Rings: Tales of Middle-Earth (Extended Art Surge Foil)",esltr,"Lobelia Sacola-Bolseiro","Lobelia Sackville-Baggins",1,NM,PTEN,R,B,,768,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art Surge Foil)","Lord of the Rings: Tales of Middle-Earth (Extended Art Surge Foil)",esltr,"Lotho, Condestavel Corrupto","Lotho, Corrupt Shirriff",1,NM,PTEN,R,M,,781,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art Surge Foil)","Lord of the Rings: Tales of Middle-Earth (Extended Art Surge Foil)",esltr,"O Anel Vai para o Sul","The Ring Goes South",1,NM,PTEN,R,G,,777,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art Surge Foil)","Lord of the Rings: Tales of Middle-Earth (Extended Art Surge Foil)",esltr,"O Um Anel","The One Ring",1,NM,PTEN,M,C,,791,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art Surge Foil)","Lord of the Rings: Tales of Middle-Earth (Extended Art Surge Foil)",esltr,"O Vigia na Agua","The Watcher in the Water",1,NM,PTEN,M,U,,765,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art Surge Foil)","Lord of the Rings: Tales of Middle-Earth (Extended Art Surge Foil)",esltr,"Palantir de Orthanc","Palantir of Orthanc",1,NM,PTEN,M,C,,792,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art Surge Foil)","Lord of the Rings: Tales of Middle-Earth (Extended Art Surge Foil)",esltr,"Pequenina Deliciada","Delighted Halfling",1,NM,PTEN,R,G,,774,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art Surge Foil)","Lord of the Rings: Tales of Middle-Earth (Extended Art Surge Foil)",esltr,"Portas de Durin","Doors of Durin",1,NM,PTEN,R,M,,779,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art Surge Foil)","Lord of the Rings: Tales of Middle-Earth (Extended Art Surge Foil)",esltr,"Pressionar o Inimigo","Press the Enemy",1,NM,PTEN,R,U,,763,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art Surge Foil)","Lord of the Rings: Tales of Middle-Earth (Extended Art Surge Foil)",esltr,"Queda de Cair Andros","Fall of Cair Andros",1,NM,PTEN,R,R,,770,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art Surge Foil)","Lord of the Rings: Tales of Middle-Earth (Extended Art Surge Foil)",esltr,"Radagast, o Marrom","Radagast the Brown",1,NM,PTEN,M,G,,776,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art Surge Foil)","Lord of the Rings: Tales of Middle-Earth (Extended Art Surge Foil)",esltr,Reforjar,"Forge Anew",1,NM,PTEN,R,W,,760,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art Surge Foil)","Lord of the Rings: Tales of Middle-Earth (Extended Art Surge Foil)",esltr,"Rei dos Perjuros","King of the Oathbreakers",1,NM,PTEN,R,M,,780,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art Surge Foil)","Lord of the Rings: Tales of Middle-Earth (Extended Art Surge Foil)",esltr,"Resgate de Sauron","Sauron's Ransom",1,NM,PTEN,R,M,,782,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art Surge Foil)","Lord of the Rings: Tales of Middle-Earth (Extended Art Surge Foil)",esltr,"Saqueador de Moria","Moria Marauder",1,NM,PTEN,R,R,,773,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art Surge Foil)","Lord of the Rings: Tales of Middle-Earth (Extended Art Surge Foil)",esltr,"Shagrat, Carregador de Espolios","Shagrat, Loot Bearer",1,NM,PTEN,R,M,,783,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art Surge Foil)","Lord of the Rings: Tales of Middle-Earth (Extended Art Surge Foil)",esltr,"Trombeta da Marca","Horn of the Mark",1,NM,PTEN,R,C,,789,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art Surge Foil)","Lord of the Rings: Tales of Middle-Earth (Extended Art Surge Foil)",esltr,"Trombeta de Gondor","Horn of Gondor",1,NM,PTEN,R,C,,788,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"A Batalha de Beiragua","The Battle of Bywater",1,NM,PTEN,R,W,,346,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"Alvorecer de Uma Nova Era","Dawn of a New Age",1,NM,PTEN,M,W,,347,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"Anduril, Chama do Oeste","Anduril, Flame of the West",1,NM,PTEN,M,C,,375,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"Anel de Bilbo","Bilbo's Ring",1,NM,PTEN,R,C,,397,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"Aragorn e Arwen, Casados","Aragorn and Arwen, Wed",1,NM,PTEN,M,M,,394,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"Arwen, Rainha Mortal","Arwen, Mortal Queen",1,NM,PTEN,M,M,,367,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"Ataque a Osgiliath","Assault on Osgiliath",1,NM,PTEN,R,R,,386,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"Caminheiros de Ithilien","Rangers of Ithilien",1,NM,PTEN,R,U,,353,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"Carregado pelo Vento","Borne Upon a Wind",1,NM,PTEN,R,U,,350,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"Chamado do Anel","Call of the Ring",1,NM,PTEN,R,B,,355,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"Charcote, Tirano do Condado","Sharkey, Tyrant of the Shire",1,NM,PTEN,R,M,,373,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"Colete de Mithril","Mithril Coat",1,NM,PTEN,R,C,,379,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"Coro Elfico","Elven Chorus",1,NM,PTEN,R,G,,364,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"Demonstracao de Poder","Display of Power",1,NM,PTEN,R,R,,358,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"Desmatar a Floresta Ent","Hew the Entwood",1,NM,PTEN,M,R,,361,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,,"Eagle of Deliverance",1,NM,PTEN,R,W,,829,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"Elanor Jardineiro","Elanor Gardner",1,NM,PTEN,R,G,,387,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"Espectros do Anel",Ringwraiths,1,NM,PTEN,R,B,,385,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"Florescimento da Arvore Branca","Flowering of the White Tree",1,NM,PTEN,R,W,,348,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"Fogos do Monte da Perdicao","Fires of Mount Doom",1,NM,PTEN,R,R,,392,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"Frasco de Galadriel","Phial of Galadriel",1,NM,PTEN,R,C,,382,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"Frodo, Heroi Determinado","Frodo, Determined Hero",1,NM,PTEN,R,W,,388,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"Fruta d'Ouro, Filha do Rio","Goldberry, River-Daughter",1,NM,PTEN,R,U,,351,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"Galadriel, a Generosa","Galadriel, Gift-Giver",1,NM,PTEN,R,G,,393,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"Gandalf, Cavaleiro Branco","Gandalf, White Rider",1,NM,PTEN,R,W,,389,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,Glamdring,Glamdring,1,NM,PTEN,M,C,,376,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"Gloin, Emissario dos Anoes","Gloin, Dwarf Emissary",1,NM,PTEN,R,R,,360,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"Gollum, Guia Ardiloso","Gollum, Scheming Guide",1,NM,PTEN,R,B,,390,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"Golpe Fatidico de Isildur","Isildur's Fateful Strike",1,NM,PTEN,R,B,,356,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"Laracna, Filha de Ungoliant","Shelob, Child of Ungoliant",1,NM,PTEN,R,M,,374,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"Lobelia Sacola-Bolseiro","Lobelia Sackville-Baggins",1,NM,PTEN,R,B,,357,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"Lotho, Condestavel Corrupto","Lotho, Corrupt Shirriff",1,NM,PTEN,R,M,,370,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"Marinheira Elfica","Elvish Mariner",1,NM,PTEN,R,U,,384,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,,"Minas Tirith Garrison",1,NM,PTEN,R,S,,830,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,,"Mirkwood Channeler",1,NM,PTEN,R,S,,833,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"O Anel Vai para o Sul","The Ring Goes South",1,NM,PTEN,R,G,,366,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"O Balrog, Chama de Udun","The Balrog, Flame of Udun",1,NM,PTEN,R,M,,395,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"O Um Anel","The One Ring",1,NM,PTEN,M,C,,380,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"O Vigia na Agua","The Watcher in the Water",1,NM,PTEN,M,U,,354,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"Palantir de Orthanc","Palantir of Orthanc",1,NM,PTEN,M,C,,381,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"Pequenina Deliciada","Delighted Halfling",1,NM,PTEN,R,G,,363,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"Portas de Durin","Doors of Durin",1,NM,PTEN,R,M,,368,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"Pressionar o Inimigo","Press the Enemy",1,NM,PTEN,R,U,,352,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"Queda de Cair Andros","Fall of Cair Andros",1,NM,PTEN,R,R,,359,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,"Radagast, o Marrom","Radagast the Brown",1,NM,PTEN,M,G,,365,
"O Senhor dos Anéis: Contos da Terra Média (Extended Art)","Lord of the Rings: Tales of Middle-Earth (Extended Art)",exltr,Reforjar,"Forge Anew",1,NM,PTEN,R,W,,349,
